1	A Place		-123.764	272.182	1,1,0	https://www.sarna.net/wiki/A_Place	116.370	U	U	U	U	U	U	U	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	LC,Tamar Pact,Tamar Domains	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Benfled Operational Area,Region 2	FCL,Tamar March,Pandora Operational Area,Region 1	LA,Tamar March,Pandora Operational Area,Region 1	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Donegal Province,Pandora Theater,Arc-Royal Defense Cordon	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LA,Arc-Royal Theater	LC,Arc-Royal Theater	LC,Arc-Royal Theater	D(LC,CJF)	D(LC,CJF)	CJF	CJF
497	Cavanaugh	Cavanaugh II	-307.125	-52.558	1,1,0	https://www.sarna.net/wiki/Cavanaugh	462.673	U	I	I	I		LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	FWL	FWL	FWL	FWL	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Bolan Province	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	FCL,Tamarind March,Bolan Operational Area,Region 2	LA,Tamarind March,Bolan Operational Area,Region 2	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	LA,Bolan Province,Cavanaugh Theater,Minor Capital	FWL	FWL	LA,Bolan Province,Dixie Theater	LA,Bolan Province,Dixie Theater	LC,Bolan Province,Dixie Theater	LC,Bolan Province,Dixie Theater	LC,Bolan Province,Cavanaugh Theater,Minor Capital	LC,Bolan Province,Cavanaugh Theater,Minor Capital	FWL,Duchy of Tammarind-Abbey	FWL,Duchy of Tammarind-Abbey
498	Cayuga		-280.178	-513.855	1,1,0	https://www.sarna.net/wiki/Cayuga	906.890	U	U	U	U	U	U	U	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC,Ballad Province	MOC	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
499	Ceará		-221.311	-322.913	1,1,0	https://www.sarna.net/wiki/Cear%C3%A1	710.361	U	U	U	U	U	U	U	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
500	Cebalrai		-8.289	119.379	1,1,0	https://www.sarna.net/wiki/Cebalrai	302.773	U	U	U	U	U	U	U	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	LC,Federation of Skye,Kannon Shire	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	DC,Dieron Military District,Vega Prefecture	CoF	CoF	RS,Prefecture I	RS,Prefecture I	RS,Prefecture I	RS,Prefecture I	I	RD,Region 3,Vega Protectorate	RD,Region 3,Vega Protectorate
501	Ceiba		720.200	266.605	1,1,0	https://www.sarna.net/wiki/Ceiba	882.908	U	U	U	U	U	U	U	OA,Blommestein Province	OA,Blommestein Province	OA,Blommestein Province	OA,Blommestein Province	OA,Blommestein Province	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
502	Celebes		118.075	75.829	1,1,0	https://www.sarna.net/wiki/Celebes	411.882	U	U	U	U	U	U	U	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	DC,Benjamin Military District,Proserpina Prefecture	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
503	Celentaro		339.936	-348.979	1,1,0	https://www.sarna.net/wiki/Celentaro	884.607	U	U	U	U	U	U	U	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC	TC	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ	FS,Periphery March,June Operational Area,Warren PDZ
504	Centavido		257.724	-368.727	1,1,0	https://www.sarna.net/wiki/Centavido	858.656	U	U	U	U	U	U	U	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	TC,Perdition Union	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
505	Ceram		-518.535	171.094	1,1,0	https://www.sarna.net/wiki/Ceram	421.610	U	U	U	U	U	U	U	RW,Timbuktu Province	RW,Timbuktu Province	RW,Timbuktu Province	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
506	Cerberus		475.838	190.466	1,1,0	https://www.sarna.net/wiki/Cerberus_(system)	659.786						OA	OA	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	OA,Cerberus Province,Major Capital	RA	RA	RA	RA	RA	RA
507	Cerignola		-328.010	-286.324	1,1,0	https://www.sarna.net/wiki/Cerignola	692.654	U	U	U	U	U	U	U	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	FWL,Rim Commonality	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
508	Cerillos		-369.902	-81.213	1,1,0	https://www.sarna.net/wiki/Cerillos	512.824						FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	DTA	DTA	DTA	DTA	LC,Bolan Province,Cavanaugh Theater	LC,Bolan Province,Cavanaugh Theater	FWL,Duchy of Tammarind-Abbey	FWL,Duchy of Tammarind-Abbey
509	Cerulean		412.809	-80.698	1,1,0	https://www.sarna.net/wiki/Cerulean	733.797			I			FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FCF,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region	FS,Crucis March,Minette Operational Area,Tsamma Combat Region
510	Ceuta		-538.748	199.654	1,1,0	https://www.sarna.net/wiki/Ceuta	426.032	U	U	U	U	U	U	U	RW,Timbuktu Province	RW,Timbuktu Province	RW,Timbuktu Province	I	I	I	I	I	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A	A
511	Chaffee		-95.395	82.416	1,1,0	https://www.sarna.net/wiki/Chaffee_(LC)	307.707	I			FoS	LC,Federation of Skye	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	LC,Federation of Skye,Virginia Shire	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	FCL,Skye March,Alcor Operational Area,Region 1	LA,Skye March,Alcor Operational Area,Region 1	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Skye Province	LA,Donegal Province	LC,Donegal Province	LC,Donegal Province	LC,Donegal Province	LC,Donegal Province	LC,Donegal Province	LC,Donegal Province
512	Chagos		-263.651	-226.229	1,1,0	https://www.sarna.net/wiki/Chagos	620.182	I					FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL,Principality of Regulus	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	I	I	I	I	I	I	I
513	Chahar		-198.534	340.642	1,1,0	https://www.sarna.net/wiki/Chahar	61.800	U	U	U	U		LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	LC,Protectorate of Donegal,Coventry Province	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	FCL,Periphery March,Tsarahavana Operational Area,Region 1	LA,Periphery March,Tsarahavana Operational Area,Region 1	LA,Coventry Province,Melissia Theater	LA,Coventry Province,Melissia Theater	LA,Coventry Province,Melissia Theater	LA,Coventry Province,Melissia Theater	LA,Coventry Province,Melissia Theater	LA,Coventry Province,Melissia Theater	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF	CJF
514	Chakachamna		299.848	-181.231	1,1,0	https://www.sarna.net/wiki/Chakachamna	725.662	U	U				FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Region 1	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FCF,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region	FS,Crucis March,Chirikof Operational Area,Remagen Combat Region
515	Chalouba		-277.927	-141.685	1,1,0	https://www.sarna.net/wiki/Chalouba	540.228	U					FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	FWL	I	I	I	I	I	FWL	FWL
516	Chamdo		10.332	-152.286	1,1,0	https://www.sarna.net/wiki/Chamdo	561.456	I				SS	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 3	CC,Sarna Commonality,Region 6	LC,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	FCL,Sarna March,Palos Operational Area,Region 2	LA,Sarna March,Palos Operational Area,Region 2	CC,Capella Commonality,Region 2	CC,Capella Commonality,Region 2	CC,Capella Commonality,Region 2	CC,Capella Commonality,Region 2	CC,Capella Commonality,Region 2	CC,Liao Commonality,Region 8	CC,Liao Commonality,Region 8	CC,Liao Commonality,Region 8	CC,Liao Commonality,Region 8	CC,Liao Commonality,Region 8	CC,Liao Commonality,Region 8	CC,Sarna Commonality,Region 1	CC,Sarna Commonality,Region 1	CC,Liao Commonality,Region 1	CC,Liao Commonality,Region 4	CC,Sarna Commonality,Region 4	CC,Sarna Commonality,Region 4
517	Champadanga		-381.806	216.314	1,1,0	https://www.sarna.net/wiki/Champadanga	282.401	U	U	U	U	U	U	U	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	LC,Protectorate of Donegal,Alarion Province	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	FCL,Periphery March,Venaria Operational Area,Region 1	LA,Periphery March,Venaria Operational Area,Region 1	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Alarion Province,Timbuktu Theater	LA,Timbuktu Theater	LC,Timbuktu Theater	LC,Timbuktu Theater	LC,Timbuktu Theater	LC,Timbuktu Theater	LC,Florida Theater	LC,Florida Theater
518	Chandler		47.037	207.265	1,1,0	https://www.sarna.net/wiki/Chandler	268.514	U	U	U	U	U	U	U	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	LC,Tamar Pact,Camlann Shire	LC,Tamar Pact,Camlann Shire	LC,Tamar Pact,Camlann Shire	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Alshain Military District,Buckminster Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Baldur Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture	DC,Benjamin Military District,Buckminster Prefecture
519	Chanute		463.735	23.474	1,1,0	https://www.sarna.net/wiki/Chanute	716.123						FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 1	FS,Draconis March,Woodbine Operational Area,Region 5	FS,Draconis March,Woodbine Operational Area,Region 5	FS,Draconis March,Woodbine Operational Area,Region 5	FS,Draconis March,Woodbine Operational Area,Region 5	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FCF,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayetta PDZ	FS,Draconis March,Woodbine Operational Area,Mayeatta PDZ	FS,Draconis March,Milligan Operational Area,Milligan PDZ	DC,New Samarkand Military District,Tancredi Prefecture	DC,New Samarkand Military District,Tancredi Prefecture
520	Chapineria		292.088	392.083	1,1,0	https://www.sarna.net/wiki/Chapineria	446.979	U	U	U			DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Pusht-i-rud Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture	DC,Pesht Military District,Qandahar Prefecture
